nn_data_set,nn_data,batch,num_runs,digital_only,adc_type,verbose,parasitics,nn_name,xbar_size,hrs_lrs,resolution,m_mode,hrs_noise,lrs_noise,ifm,top1,top5,top1_baseline,top5_baseline,top1_batch,top5_batch,sim_time_batch_ns,config_idx
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,7,"[32, 32, 3]",24.375,72.375,95.5,100.0,"[0.25, 0.25, 0.23, 0.245]","[0.695, 0.715, 0.76, 0.725]","[2045837140051, 2020459772104, 2042197342283, 2005555754202]",82.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,7.5,"[32, 32, 3]",27.125,72.625,95.5,100.0,"[0.28, 0.25, 0.305, 0.25]","[0.7, 0.765, 0.735, 0.705]","[2038081686339, 2033343162736, 2011937260547, 1994744293569]",83.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,8,"[32, 32, 3]",24.75,74.0,95.5,100.0,"[0.275, 0.23, 0.24, 0.245]","[0.735, 0.745, 0.755, 0.725]","[2014606968664, 2013304790389, 2014574969678, 2023984931752]",84.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,8.5,"[32, 32, 3]",25.124999999999996,74.625,95.5,100.0,"[0.21, 0.295, 0.245, 0.255]","[0.795, 0.745, 0.74, 0.705]","[2031741311760, 2020829115200, 2031886325420, 2001921731077]",85.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,8.74,"[32, 32, 3]",23.375,73.625,95.5,100.0,"[0.25, 0.27, 0.18, 0.235]","[0.67, 0.79, 0.725, 0.76]","[2036138648388, 2038873928446, 2039340364909, 1986894105697]",86.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,9,"[32, 32, 3]",29.125,71.5,95.5,100.0,"[0.29, 0.325, 0.24, 0.31]","[0.68, 0.715, 0.77, 0.695]","[2037396434048, 2048275008479, 2014429265452, 1982849522975]",87.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,9.5,"[32, 32, 3]",23.625,73.5,95.5,100.0,"[0.26, 0.265, 0.16, 0.26]","[0.735, 0.74, 0.715, 0.75]","[2048059072302, 2039287088023, 2043752348860, 1969382766943]",88.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,10,"[32, 32, 3]",26.5,72.125,95.5,100.0,"[0.29, 0.275, 0.22, 0.275]","[0.735, 0.725, 0.715, 0.71]","[2042452596482, 2031297291981, 2039686046919, 1971173632127]",89.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,10.5,"[32, 32, 3]",26.5,74.0,95.5,100.0,"[0.23, 0.305, 0.265, 0.26]","[0.735, 0.805, 0.725, 0.695]","[2017824799378, 2001038916041, 2006215118837, 2011867699047]",90.0
cifar10,TRAIN,200,4,False,INF_ADC,False,False,VGG7,"[16, 16]","[5, 41]",-1,BNN_IV,7.6,11,"[32, 32, 3]",26.25,69.375,95.5,100.0,"[0.275, 0.3, 0.205, 0.27]","[0.705, 0.69, 0.725, 0.655]","[2043845897437, 2035576714616, 2038552258794, 1964949304001]",91.0
